,Player_ID,Season,birthDate,height,weight,stat.timeOnIce,stat.assists,stat.goals,stat.pim,stat.shots,stat.games,stat.hits,stat.powerPlayGoals,stat.powerPlayPoints,stat.powerPlayTimeOnIce,stat.evenTimeOnIce,stat.penaltyMinutes,stat.faceOffPct,stat.shotPct,stat.gameWinningGoals,stat.overTimeGoals,stat.shortHandedGoals,stat.shortHandedPoints,stat.shortHandedTimeOnIce,stat.blocked,stat.plusMinus,stat.points,stat.shifts,stat.timeOnIcePerGame,stat.evenTimeOnIcePerGame,stat.shortHandedTimeOnIcePerGame,stat.powerPlayTimeOnIcePerGame,stat.ot,stat.shutouts,stat.ties,stat.wins,stat.losses,stat.saves,stat.powerPlaySaves,stat.shortHandedSaves,stat.evenSaves,stat.shortHandedShots,stat.evenShots,stat.powerPlayShots,stat.savePercentage,stat.goalAgainstAverage,stat.gamesStarted,stat.shotsAgainst,stat.goalsAgainst,stat.powerPlaySavePercentage,stat.shortHandedSavePercentage,stat.evenStrengthSavePercentage,Age_in_Season,Full_Season
39,8471693,20152016,1987-02-10,"6\' 3""",199,677:09,6.0,2.0,18,63.0,44,39.0,0.0,1.0,37:36,635:20,18,0.0,3.17,1.0,1.0,0.0,0.0,04:13,24.0,13.0,8.0,937.0,15:23,14:26,00:05,00:51,,,,,,,,,,,,,,,,,,,,,"28 years, 355 days",No
40,8473962,20152016,1985-09-08,"6\' 2""",195,1279:04,29.0,14.0,12,149.0,76,31.0,2.0,10.0,192:10,1045:46,12,33.33,9.4,2.0,1.0,0.0,1.0,41:08,15.0,-11.0,43.0,1696.0,16:49,13:45,00:32,02:31,,,,,,,,,,,,,,,,,,,,,"30 years, 145 days",No
41,8474000,20152016,1988-09-24,"5\' 11""",198,709:26,4.0,0.0,26,54.0,47,70.0,0.0,1.0,09:52,659:26,26,50.0,0.0,0.0,0.0,0.0,0.0,40:08,70.0,5.0,4.0,887.0,15:05,14:01,00:51,00:12,,,,,,,,,,,,,,,,,,,,,"27 years, 129 days",No
42,8474698,20152016,1989-05-17,"5\' 11""",189,81:05,0.0,0.0,4,7.0,7,4.0,0.0,0.0,00:19,78:30,4,0.0,0.0,0.0,0.0,0.0,0.0,02:16,7.0,-2.0,0.0,112.0,11:35,11:12,00:19,00:02,,,,,,,,,,,,,,,,,,,,,"26 years, 259 days",No
43,8475153,20152016,1991-01-03,"6\' 2""",223,110:01,1.0,0.0,2,9.0,8,6.0,0.0,0.0,00:32,109:25,2,0.0,0.0,0.0,0.0,0.0,0.0,00:04,7.0,-1.0,1.0,141.0,13:45,13:40,00:00,00:04,,,,,,,,,,,,,,,,,,,,,"25 years, 28 days",No
44,8475179,20152016,1990-10-29,"6\' 1""",201,1556:33,16.0,1.0,51,99.0,74,122.0,0.0,6.0,103:27,1277:43,51,0.0,1.01,1.0,0.0,0.0,0.0,175:23,121.0,8.0,17.0,1808.0,21:02,17:15,02:22,01:23,,,,,,,,,,,,,,,,,,,,,"25 years, 94 days",No
45,8475191,20152016,1991-04-01,"6\' 1""",180,1526:06,25.0,25.0,31,173.0,82,85.0,5.0,11.0,210:40,1128:09,31,0.0,14.45,3.0,0.0,0.0,1.0,187:17,39.0,19.0,50.0,1957.0,18:36,13:45,02:17,02:34,,,,,,,,,,,,,,,,,,,,,"24 years, 305 days",Yes
46,8475204,20152016,1991-04-10,"6\' 1""",180,885:30,15.0,14.0,30,128.0,61,66.0,3.0,10.0,131:28,752:03,30,46.15,10.94,3.0,0.0,0.0,0.0,01:59,14.0,-4.0,29.0,1108.0,14:30,12:19,00:01,02:09,,,,,,,,,,,,,,,,,,,,,"24 years, 296 days",No
47,8475253,20152016,1991-03-16,"6\' 3""",218,271:48,0.0,0.0,24,28.0,29,75.0,0.0,0.0,03:40,268:08,24,0.0,0.0,0.0,0.0,0.0,0.0,00:00,4.0,-3.0,0.0,371.0,09:22,09:14,00:00,00:07,,,,,,,,,,,,,,,,,,,,,"24 years, 321 days",No
48,8475260,20152016,1990-09-10,"6\' 2""",195,192:38,5.0,2.0,4,11.0,20,18.0,0.0,0.0,02:06,189:27,4,50.94,18.18,0.0,0.0,0.0,0.0,01:05,2.0,3.0,7.0,264.0,09:37,09:28,00:03,00:06,,,,,,,,,,,,,,,,,,,,,"25 years, 143 days",No
49,8475735,20152016,1992-06-17,"6\' 0""",195,123:52,0.0,2.0,2,14.0,15,20.0,0.0,0.0,01:10,118:48,2,45.04,14.29,0.0,0.0,0.0,0.0,03:54,6.0,1.0,2.0,184.0,08:15,07:55,00:15,00:04,,,,,,,,,,,,,,,,,,,,,"23 years, 228 days",No
50,8475736,20152016,1992-02-25,"6\' 0""",203,200:41,4.0,1.0,14,13.0,23,46.0,0.0,0.0,03:12,197:27,14,0.0,7.69,1.0,0.0,0.0,0.0,00:02,6.0,1.0,5.0,272.0,08:43,08:35,00:00,00:08,,,,,,,,,,,,,,,,,,,,,"23 years, 340 days",No
51,8475755,20152016,1992-03-03,"6\' 4""",210,1119:04,15.0,2.0,90,53.0,66,157.0,0.0,0.0,10:29,991:15,90,0.0,3.77,0.0,0.0,0.0,1.0,117:20,76.0,17.0,17.0,1400.0,16:57,15:01,01:46,00:09,,,,,,,,,,,,,,,,,,,,,"23 years, 334 days",No
52,8475756,20152016,1992-04-02,"6\' 0""",211,29:44,0.0,0.0,0,2.0,3,5.0,0.0,0.0,00:47,28:57,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,3.0,-1.0,0.0,49.0,09:54,09:39,00:00,00:15,,,,,,,,,,,,,,,,,,,,,"23 years, 304 days",No
53,8475760,20152016,1992-07-17,"6\' 6""",209,1039:10,19.0,15.0,41,171.0,67,87.0,6.0,15.0,173:16,855:24,41,51.72,8.77,3.0,0.0,0.0,0.0,10:30,28.0,-8.0,34.0,1306.0,15:30,12:46,00:09,02:35,,,,,,,,,,,,,,,,,,,,,"23 years, 198 days",No
54,8475769,20152016,1992-01-21,"6\' 2""",189,601:35,5.0,6.0,18,54.0,58,116.0,0.0,0.0,06:25,588:36,18,50.0,11.11,0.0,0.0,0.0,0.0,06:34,10.0,-1.0,11.0,782.0,10:22,10:08,00:06,00:06,,,,,,,,,,,,,,,,,,,,,"24 years, 305 days",No
55,8475790,20152016,1992-01-07,"6\' 5""",222,1287:12,7.0,2.0,49,73.0,64,150.0,0.0,0.0,21:15,1058:50,49,0.0,2.74,0.0,0.0,0.0,0.0,207:07,73.0,3.0,9.0,1488.0,20:06,16:32,03:14,00:19,,,,,,,,,,,,,,,,,,,,,"24 years, 24 days",No
56,8476389,20152016,1993-07-11,"5\' 10""",183,1350:32,28.0,25.0,44,174.0,76,125.0,4.0,13.0,203:43,1086:34,44,49.45,14.37,4.0,0.0,1.0,1.0,60:15,41.0,15.0,53.0,1618.0,17:46,14:17,00:47,02:40,,,,,,,,,,,,,,,,,,,,,"22 years, 204 days",No
57,8476400,20152016,1992-10-05,"6\' 3""",208,648:46,2.0,5.0,13,72.0,53,88.0,1.0,1.0,55:03,565:13,13,43.24,6.94,1.0,0.0,0.0,0.0,28:30,20.0,-7.0,7.0,887.0,12:14,10:39,00:32,01:02,,,,,,,,,,,,,,,,,,,,,"23 years, 118 days",No
58,8476415,20152016,1992-10-24,"5\' 9""",171,113:19,0.0,0.0,2,15.0,9,4.0,0.0,0.0,04:32,106:35,2,0.0,0.0,0.0,0.0,0.0,0.0,02:12,3.0,-1.0,0.0,158.0,12:35,11:50,00:14,00:30,,,,,,,,,,,,,,,,,,,,,"23 years, 99 days",No
59,8476428,20152016,1993-02-08,"5\' 6""",180,237:18,2.0,3.0,2,29.0,20,17.0,0.0,0.0,10:12,226:48,2,43.51,10.34,0.0,0.0,0.0,0.0,00:18,2.0,-4.0,5.0,303.0,11:51,11:20,00:00,00:30,,,,,,,,,,,,,,,,,,,,,"22 years, 357 days",No
60,8476456,20152016,1993-06-04,"6\' 1""",202,1378:55,39.0,20.0,43,174.0,76,53.0,4.0,13.0,204:58,1133:59,43,38.88,11.49,2.0,0.0,1.0,1.0,39:58,36.0,17.0,59.0,1639.0,18:08,14:55,00:31,02:41,,,,,,,,,,,,,,,,,,,,,"22 years, 241 days",No
61,8476875,20152016,1994-02-27,"6\' 2""",188,52:36,0.0,0.0,2,4.0,3,1.0,0.0,0.0,00:03,52:09,2,0.0,0.0,0.0,0.0,0.0,0.0,00:24,1.0,1.0,0.0,63.0,17:32,17:23,00:08,00:01,,,,,,,,,,,,,,,,,,,,,"21 years, 338 days",No
62,8477493,20152016,1995-09-02,"6\' 3""",215,1282:23,31.0,28.0,8,171.0,66,43.0,9.0,16.0,187:35,976:42,8,49.22,16.37,8.0,0.0,1.0,2.0,118:06,39.0,18.0,59.0,1517.0,19:25,14:47,01:47,02:50,,,,,,,,,,,,,,,,,,,,,"20 years, 151 days",No
63,8477932,20152016,1996-02-07,"6\' 4""",215,1690:49,21.0,15.0,41,182.0,78,87.0,3.0,9.0,221:15,1411:37,41,0.0,8.24,4.0,0.0,0.0,0.0,57:57,59.0,18.0,36.0,1878.0,21:40,18:05,00:44,02:50,,,,,,,,,,,,,,,,,,,,,"19 years, 358 days",No
64,8466141,20152016,1979-04-04,"6\' 3""",215,3601:51,,,,,62,,,,,,,,,,,,,,,,,,58:05,,,,6.0,4.0,,35.0,19.0,1660.0,263.0,40.0,1357.0,43.0,1449.0,309.0,0.92171,2.348793,60.0,1801.0,141.0,85.11326860841424,93.02325581395348,93.65079365079364,"36 years, 302 days",No
65,8471219,20152016,1985-02-13,"6\' 2""",200,1351:14,,,,,25,,,,,,,,,,,,,,,,,,54:02,,,,3.0,0.0,,12.0,7.0,559.0,84.0,12.0,463.0,13.0,503.0,92.0,0.919408,2.17579,22.0,608.0,49.0,91.30434782608695,92.3076923076923,92.04771371769384,"30 years, 352 days",No
66,8448208,20162017,1972-02-15,"6\' 3""",230,1393:59,30.0,16.0,56,181.0,82,21.0,8.0,13.0,226:49,1165:54,56,50.0,8.84,2.0,0.0,0.0,0.0,01:16,4.0,2.0,46.0,1727.0,16:59,14:13,00:00,02:45,,,,,,,,,,,,,,,,,,,,,"44 years, 351 days",Yes
67,8465978,20162017,1977-07-23,"6\' 2""",217,384:29,2.0,2.0,67,42.0,50,52.0,0.0,0.0,07:38,376:40,67,33.33,4.76,0.0,0.0,0.0,0.0,00:11,8.0,-7.0,4.0,565.0,07:41,07:32,00:00,00:09,,,,,,,,,,,,,,,,,,,,,"39 years, 192 days",No
68,8468001,20162017,1981-06-11,"5\' 11""",177,1030:19,10.0,6.0,50,91.0,82,192.0,0.0,0.0,12:36,833:13,50,50.0,6.59,1.0,0.0,2.0,5.0,184:30,45.0,-7.0,16.0,1559.0,12:33,10:09,02:15,00:09,,,,,,,,,,,,,,,,,,,,,"35 years, 234 days",Yes
69,8469638,20162017,1983-04-01,"6\' 0""",191,1201:20,17.0,11.0,39,118.0,69,28.0,4.0,10.0,170:07,937:26,39,52.08,9.32,2.0,0.0,1.0,1.0,93:47,33.0,-15.0,28.0,1598.0,17:24,13:35,01:21,02:27,,,,,,,,,,,,,,,,,,,,,"33 years, 305 days",No
70,8470598,20162017,1984-01-19,"6\' 2""",214,979:29,31.0,17.0,22,133.0,68,29.0,5.0,13.0,181:49,796:35,22,40.0,12.78,2.0,0.0,0.0,0.0,01:05,5.0,-5.0,48.0,1283.0,14:24,11:42,00:00,02:40,,,,,,,,,,,,,,,,,,,,,"33 years, 282 days",No
71,8471693,20162017,1987-02-10,"6\' 3""",199,572:56,4.0,0.0,28,41.0,39,49.0,0.0,0.0,10:49,554:54,28,0.0,0.0,0.0,0.0,0.0,0.0,07:13,37.0,-11.0,4.0,749.0,14:41,14:13,00:11,00:16,,,,,,,,,,,,,,,,,,,,,"29 years, 356 days",No
72,8471735,20162017,1986-09-09,"6\' 1""",192,1807:16,36.0,5.0,39,178.0,82,28.0,2.0,18.0,252:58,1415:04,39,0.0,2.81,0.0,0.0,0.0,1.0,139:14,76.0,-6.0,41.0,2105.0,22:02,17:15,01:41,03:05,,,,,,,,,,,,,,,,,,,,,"30 years, 144 days",Yes
73,8474000,20162017,1988-09-24,"5\' 11""",198,145:50,1.0,1.0,6,10.0,11,24.0,0.0,0.0,00:33,143:59,6,0.0,10.0,0.0,0.0,0.0,0.0,01:18,10.0,-2.0,2.0,215.0,13:15,13:05,00:07,00:03,,,,,,,,,,,,,,,,,,,,,"28 years, 129 days",No
74,8474098,20162017,1989-04-20,"6\' 0""",190,1170:41,15.0,9.0,25,172.0,80,108.0,1.0,3.0,66:38,943:09,25,53.44,5.23,1.0,0.0,3.0,4.0,160:54,64.0,-16.0,24.0,1596.0,14:38,11:47,02:00,00:49,,,,,,,,,,,,,,,,,,,,,"27 years, 286 days",No
75,8474218,20162017,1988-06-09,"6\' 1""",195,1588:29,19.0,9.0,53,98.0,81,106.0,0.0,5.0,131:08,1315:05,53,0.0,9.18,2.0,0.0,0.0,2.0,142:16,90.0,-14.0,28.0,2019.0,19:36,16:14,01:45,01:37,,,,,,,,,,,,,,,,,,,,,"28 years, 236 days",No
76,8475191,20162017,1991-04-01,"6\' 1""",180,1468:16,22.0,15.0,17,160.0,80,75.0,6.0,11.0,193:04,1137:46,17,50.0,9.38,3.0,0.0,1.0,1.0,137:26,34.0,-13.0,37.0,1948.0,18:21,14:13,01:43,02:24,,,,,,,,,,,,,,,,,,,,,"25 years, 305 days",No
77,8475597,20162017,1989-02-01,"5\' 11""",193,144:12,1.0,2.0,18,13.0,14,19.0,0.0,0.0,00:17,143:43,18,0.0,15.38,0.0,0.0,0.0,0.0,00:12,0.0,-1.0,3.0,193.0,10:18,10:15,00:00,00:01,,,,,,,,,,,,,,,,,,,,,"27 years, 365 days",No
78,8475735,20162017,1992-06-17,"6\' 0""",195,455:31,4.0,3.0,22,36.0,46,48.0,0.0,0.0,07:28,426:49,22,50.0,8.33,0.0,0.0,0.0,0.0,21:14,16.0,-3.0,7.0,669.0,09:54,09:16,00:27,00:09,,,,,,,,,,,,,,,,,,,,,"24 years, 228 days",No
